"path_3"	"UCS_0001_BAL"	"UCS_0002_BAL"	"UCS_0002_UA"	"UCS_0004_BAL"	"UCS_0005_BAL"	"UCS_0006_BAL"	"UCS_0007_BAL"	"UCS_0007_UA"	"UCS_0009_BAL"	"UCS_0009_UA"	"UCS_0010_BAL"	"UCS_0010_UA"	"UCS_0013_BAL"	"UCS_0013_UA"	"UCS_0014_BAL"	"UCS_0014_UA"	"UCS_0015_BAL"	"UCS_0015_UA"	"UCS_0016_BAL"	"UCS_0016_UA"	"UCS_0017_BAL"	"UCS_0018_BAL"	"UCS_0018_UA"	"UCS_0019_BAL"	"UCS_0020_BAL"	"UCS_0021_BAL"	"UCS_0021_UA"	"UCS_0022_BAL"	"UCS_0022_UA"	"UCS_0023_BAL"	"UCS_0023_UA"	"UCS_0025_BAL"	"UCS_0025_UA"	"UCS_0028_BAL"	"UCS_0028_UA"	"UCS_0029_BAL"	"UCS_0030_BAL"	"UCS_0030_UA"	"UCS_0031_BAL"	"UCS_0032_BAL"	"UCS_0032_UA"	"UCS_0033_BAL"	"UCS_0034_BAL"	"UCS_0035_BAL"	"UCS_0036_BAL"	"UCS_0037_BAL"	"UCS_0038_BAL"	"UCS_0038_UA"	"UCS_0039_BAL"	"UCS_0039_UA"	"UCS_0040_BAL"	"UCS_0040_BKG"	"UCS_0041_BAL"	"UCS_0041_UA"	"UCS_0042_BAL"	"UCS_0042_UA"	"UCS_0043_BAL"	"UCS_0043_UA"	"UCS_0044_BAL"	"UCS_0045_BAL"	"UCS_0046_BAL"	"UCS_0046_UA"	"UCS_0047_BAL"	"UCS_0048_BAL"	"UCS_0048_UA"	"UCS_0049_BAL"	"UCS_0050_BAL"	"UCS_0050_UA"	"UCS_0051_BAL"	"UCS_0051_UA"	"UCS_0052_BAL"	"UCS_0053_BAL"	"UCS_0053_UA"	"UCS_0054_BAL"	"UCS_0054_UA"	"UCS_0055_BAL"	"UCS_0055_UA"	"UCS_0056_BAL"	"UCS_0057_BAL"	"UCS_0057_UA"	"UCS_0058_BAL"	"UCS_0058_UA"	"UCS_0059_BAL"	"UCS_0060_BAL"	"UCS_0060_UA"	"UCS_0061_BAL"	"UCS_0061_UA"	"UCS_0062_BAL"	"UCS_0063_BAL"	"UCS_0063_UA"	"UCS_0064_BAL"	"UCS_0065_BAL"	"UCS_0066_BAL"	"UCS_0069_BAL"	"UCS_0069_BKG"	"UCS_0070_BAL"	"UCS_0070_BKG"	"UCS_0071_BAL"	"UCS_0072_BAL"	"UCS_0073_BAL"	"UCS_0073_UA"	"UCS_0074_BAL"	"UCS_0074_UA"	"UCS_0075_BAL"	"UCS_0076_BAL"	"UCS_0077_BAL"	"UCS_0077_UA"	"UCS_0079_BAL"	"UCS_0079_UA"	"UCS_0080_BAL"	"UCS_0081_BAL"	"UCS_0082_BAL"	"UCS_0083_BAL"	"UCS_0083_UA"	"UCS_0085_BAL"	"UCS_0085_BKG"	"UCS_0087_BAL"	"UCS_0088_BAL"	"UCS_0088_UA"	"UCS_0090_BAL"	"UCS_0093_BAL"	"UCS_0093_UA"	"UCS_0094_BAL"	"UCS_0094_UA"	"UCS_0095_BAL"	"UCS_0096_BAL"	"UCS_0096_UA"	"UCS_0097_BAL"	"UCS_0097_UA"	"UCS_0098_BAL"	"UCS_0099_BAL"	"UCS_0099_UA"	"UCS_0100_BAL"	"UCS_0101_BAL"	"UCS_0101_UA"	"UCS_0103_BAL"	"UCS_0106_BAL"	"UCS_0106_UA"	"UCS_0109_BAL"	"UCS_0114_BAL"	"UCS_0115_BAL"	"UCS_0116_BAL"	"UCS_0118_BAL"	"UCS_0123_BAL"	"UCS_0128_BAL"	"UCS_0130_BAL"	"UCS_0130_UA"	"UCS_0134_UA"	"UCS_0136_BKG"	"UCS_0138_BAL"	"UCS_0144_BAL"	"UCS_0147_BAL"	"UCS_0148_BAL"	"UCS_0148_UA"	"UCS_0151_BAL"	"UCS_0153_BAL"	"UCS_0153_UA"	"UCS_0154_BAL"	"UCS_0154_UA"	"UCS_0156_BAL"	"UCS_0156_UA"	"UCS_0158_BAL"	"UCS_0158_UA"	"UCS_0159_BAL"	"UCS_0159_UA"	"UCS_0160_BAL"	"UCS_0163_BAL"	"UCS_0164_BAL"	"UCS_0164_UA"	"UCS_0167_UA"	"UCS_0168_BAL"	"UCS_0170_BAL"	"UCS_0170_UA"	"UCS_0171_BAL"	"UCS_0172_UA"	"UCS_0174_BAL"	"UCS_0174_UA"	"UCS_0175_BAL"	"UCS_0175_UA"	"UCS_0176_BAL"	"UCS_0177_BAL"	"UCS_0177_UA"	"UCS_0180_BAL"	"UCS_0182_UA"	"UCS_0185_BAL"	"UCS_0185_UA"	"UCS_0190_BAL"	"UCS_0191_BAL"	"UCS_0191_UA"	"UCS_0192_BAL"	"UCS_0192_UA"	"UCS_0194_BAL"
"Saccharide, polyol, and lipid transporters"	12043	7005	1616792	2983	127518	422797	67215	3560830	2090	948225	6145	663276	158330	221626	15399	160469	31491	96319	42004	1521926	5306	206219	1962425	699	972	242	472130	1271	90623	30924	93913	201697	1096891	16106	430750	10587	476774	24037	649	87842	134606	4916	8737	16942	32060	570	22912	121435	2138	2334932	2567	125032	24560	2843739	5106	526808	44474	1834400	7981	3193	6175	1058475	1731	138928	13207762	2429	25398	354198	717	8335074	2393	656262	180056	26977	585577	946	122674	7522	1041	748167	19979	13890020	1733	8645	115096	57160	910598	106852	78945	384952	16056	1059	5940	26333	22104	5598	203917	463	1587	2926	3286191	3345	2464977	116947	7802	43790	13186910	10174	7748084	1660	1788	1278	3664	543188	118404	7721	15122	24310	393561	719	185436	64439053	2684	4087173	3822	884848	9523947	19240	4483991	915	18072	7676807	3692	2065	224631	1175	312581	2659430	9744628	167821	17207	604532	62196	15821	99228	163780	614266	119081607	15159	2286647	27398	562	9605	1442928	8725	22029	773814	965020	8771793	36560	135070	39739238	23611227	27575	2377823	21716	11152	356317	371443	862375	32114	51129	423535	1593	928228	2634546	135692	115848	1619489	37424	551959	524762	109658	369488	28718	1272593	1047	1241	288285	4711	726909	9617
"SaeS-SaeR (staphylococcal virulence regulation)"	104	467	65725	522	791	42539	4389	52421	22	29287	436	22450	1977	4749	46	15159	547	6539	985	64315	56	2998	43780	13	16	6	16220	45	8510	1333	5896	1909	17962	706	27034	281	85603	1274	9	1440	2759	282	565	315	1521	9	2098	13119	87	61193	53	718	690	65647	166	21347	372	15426	150	64	398	43544	79	1929	266674	63	1696	20489	13	71100	54	18177	5912	770	38942	283	14394	121	34	28118	388	201000	257	1027	5169	8338	31126	1750	2553	35056	1581	24	671	5842	113	371	243	13	135	83	43488	20	81846	14800	977	978	138859	74	110103	127	207	21	115	31185	18314	1988	863	1503	21087	11	2859	437553	211	136554	271	17041	203003	391	47858	53	153	386435	387	10	10727	4	15885	119546	59091	2104	1185	4096	2785	673	1057	3395	17080	2889841	13	18070	1994	10	468	68053	141	446	29196	20136	245642	2811	6494	377479	233000	425	84164	138	33	7425	10864	25237	8156	1904	21210	720	16139	80666	3849	9606	65614	4118	21367	12640	30379	19264	533	10121	38	84	7876	61	31808	530
"SAG1, AGAL1"	0	1	430	2	0	676	0	0	0	168	4	4	0	18	0	0	0	22	0	0	0	0	151	2	0	0	69	0	20	0	0	0	0	0	0	2	104	0	0	0	0	0	5	39	51	0	2	0	0	0	0	0	0	0	2	909	0	0	0	0	4	23	0	2	1	0	0	1	0	1	0	0	0	42	193	0	0	0	0	0	0	0	14	0	0	200	705	0	0	4	188	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	455	0	0	0	0	0	0	0	18	0	0	0	1	0	32	1629	0	0	0	10	255	0	2	0	0	157	4096	0	0	0	0	0	0	0	69	0	1	306	9	0	401	0	0	0	1	704	3	0	0	0	0	0	120	0
"SagS-HptB-HsbR (swarming activity and biofilm formation)"	62	172	24218	72	143	15098	176	12658	23	5190	80	2593	930	2089	61	90	123	2087	9	6946	5	678	20536	15	3	3	8772	13	674	213	948	354	3581	62	3043	338	3028	425	4	252	717	5	188	228	1851	0	115	645	8	10379	3	569	127	10088	279	46881	65	3022	9	11	261	12098	7	597	65927	15	253	2615	4	55841	10	22720	2298	1852	8664	6	133	48	6	3817	113	43837	158	292	302	5365	14033	754	303	1661	1231	6	2	71	338	109	2410	3	8	14	11407	48	11989	47	13	100	14359	16	20052	111	17	0	37	4798	658	291	39	54	3421	2	1053	129330	6	29885	42	4339	54346	12	5449	4	45	52785	9	1	5304	5	3787	44829	31825	433	2600	2334	277	36	570	1756	6361	314651	2	8064	98	5	3323	97636	1258	32	2611	7866	56292	2	787	150076	95193	17	22550	121	131	4	16	3058	20	1816	6545	2	2503	18370	1451	376	25651	247	488	2938	200	42922	8	3343	17	5	1190	3	10767	139
"Salivary secretion"	264	668	153428	158	5445	14120	2702	85405	52	26309	1149	64392	8918	15884	142	28791	2284	24840	2326	124219	75	4078	82776	25	50	16	21933	174	16749	2781	16710	10508	41599	1630	57641	434	54693	18104	19	5004	24000	229	390	1308	864	22	3111	15568	91	80538	177	5769	4030	72324	312	22345	954	17925	85	703	180	27820	24	2855	419976	99	2737	37532	21	234580	112	56815	20280	484	16752	123	11605	235	46	38658	1782	520543	63	5060	17843	1403	28538	12595	2049	23316	759	26	613	445	2047	275	25210	20	54	102	67906	213	66885	1413	33	408	80689	143	160630	128	223	42	165	12374	3838	3712	1847	3680	59663	67	5134	736734	213	183525	397	34725	317291	265	66032	104	1946	387610	132	461	19519	188	60283	260225	191325	6181	392	14376	118984	1607	12262	35194	36390	3362086	2358	90029	884	176	9994	31431	1892	1130	41625	52225	438125	5833	26605	1623564	207031	262	56376	279	529	57	3414	20491	621	2432	55393	20	31750	548456	29948	1878	98031	4285	58592	85350	7003	8605	4350	24701	57	80	25854	203	27549	717
"SalK-SalR"	1	177	19543	0	412	11	694	32328	41	10674	22	4881	678	1649	23	884	90	781	150	12631	12	1786	20067	0	8	0	2978	13	658	275	793	1190	8391	259	9460	12	2658	396	9	681	633	16	29	54	4	1	97	1585	47	27619	92	3059	149	23954	16	376	166	7927	131	22	4	9224	5	867	111716	10	138	3081	5	36837	14	6032	1550	11	1957	4	2456	24	17	8192	427	195363	4	60	1975	167	2312	1070	316	3549	13	3	78	505	98	48	57998	4	7	21	23747	44	23350	898	77	162	71718	22	80932	1	2	9	34	9614	257	19	20	110	3744	16	1450	196967	57	63370	115	5205	152839	18	6152	6	22	200789	19	6	646	2	4578	30780	35078	640	100	637	2483	186	612	773	4437	617226	53	14836	8	22	46	1797	37	130	6945	5260	68033	2	709	234808	98923	65	10340	28	31	1799	1498	5023	33	6	4314	5	6713	19583	492	860	8259	210	2448	5239	604	91	220	6120	6	6	1851	85	12243	27
"Salmonella infection"	1273	1843	526276	1075	13277	106768	28006	797954	590	289503	2553	260834	23679	60621	3919	147839	7443	62064	11709	586139	1293	50903	721478	181	418	94	187083	800	84397	15839	51569	28165	215437	7182	243374	3399	435688	20446	151	23104	48972	2799	4927	3405	10072	219	14859	98365	734	545490	1624	14323	5893	684868	2428	141267	6267	285205	1687	801	1314	311868	922	31417	3926989	462	20292	264284	169	952343	562	317649	93522	12591	272612	293	74171	2206	306	310421	5929	2945189	851	6490	74670	16777	157392	28538	29216	219328	8325	357	2222	29853	2129	2231	78801	194	757	926	665578	676	762253	125197	7319	10147	3109622	1070	2050286	640	441	242	1110	209469	37862	21311	1738	15302	205866	206	37477	6737580	2473	2015442	2254	166255	3642539	3234	608659	425	2607	3361173	2098	350	119030	249	234623	1724121	956043	29354	6501	51105	67397	4200	22143	45779	207120	37628060	9853	240502	32585	358	8115	529138	2450	3814	256898	263564	2701688	13874	50404	6061809	5817634	4530	497960	5668	2414	20742	92524	288005	35958	16865	257926	3529	257000	1099896	71972	74436	759099	15401	222861	239198	319993	145837	7345	237710	622	515	83730	872	277585	4471
"SasA-RpaAB (circadian timing mediating)"	0	0	311	0	0	196	0	0	2	14	0	0	0	10	0	0	0	4	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	1	0	144	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	207	0	0	2	26	0	3	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	22	0	0	0	862	0	0	0	4	0	0	1	5	1	0	0	0	0	72	109	0	0	0	0	0	0	0	5	0	0	663	0	0	0	0	0	0	0	1	0	0	1	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	15
"SCY1 family"	0	6	4825	0	24	0	25	1670	0	1011	0	1	140	250	90	39	9	124	14	2167	1	819	3661	2	0	0	17	0	5	25	8	88	2090	31	1031	0	0	0	0	33	222	0	3	0	0	0	4	101	0	3316	26	2	36	3347	1	110	17	2767	0	2	0	1578	1	8	13515	0	0	3	0	2547	10	76	43	2	1911	8	0	0	0	908	29	12620	1	2	0	0	179	8	100	619	0	2	0	0	0	0	0	3	2	2	1699	0	971	8	3	71	12783	0	4222	1	0	2	3	364	2	0	0	0	90	0	197	34660	0	3338	0	413	10859	7	1407	0	2	11208	0	0	472	0	17	686	2938	5	0	425	0	0	5	0	0	422689	0	0	2	0	4	1	1	0	1029	167	5263	18	29	8693	26908	0	1244	0	879	0	12	1263	2	0	107	0	123	106	28	0	690	0	1	181	1	0	2	1428	0	0	219	15	2957	0
"SecB"	0	4	1	7	9	0	2	4	0	815	32	835	723	2400	0	2	17	180	6	1668	4	2	1693	0	0	0	219	2	12	149	165	100	2161	3	949	0	4939	380	1	154	57	0	19	109	0	0	153	737	6	270	0	1	152	1338	2	0	2	271	2	0	2	1	0	13	1660	2	86	1594	0	0	0	2741	169	0	6	0	0	2	0	1	2	3	2	20	513	136	779	509	269	169	3	0	47	17	128	5	7	2	4	3	611	0	6	11	0	0	2	0	27	0	12	0	4	39	783	2	2	41	1774	0	0	39	2	7	0	3	9	0	63	2	2	0	44	0	1099	2	1314	16985	3	48	4	4	489	73	88	2895	3171	38441	4	0	2	0	37	585	8	20	3494	1131	4453	0	553	2	0	2	0	32	27	186	40	242	147	6	2222	1	689	60061	119	2	3391	416	986	879	0	3	90	23	0	0	389	0	4	0
"Secondary bile acid biosynthesis"	89	62	53900	89	851	8745	532	18350	10	3792	15	2791	1333	1698	39	868	203	1052	130	8014	18	13285	35354	13	13	3	2633	5	285	340	563	1107	14078	123	2456	124	294	59	5	856	1424	114	250	217	2851	4	151	968	0	17948	55	24	121	22257	499	10460	444	14072	42	21	104	24602	8	1044	194108	15	74	982	4	42107	48	5332	818	1423	14966	9	113	53	3	19408	561	278212	20	173	55	2036	9967	1680	411	2424	241	14	12	13	81	90	15	1	12	7	12811	11	15071	36	20	190	61717	101	33322	5	12	25	36	14064	356	0	6	33	1760	8	5208	475567	22	32582	5	7018	99849	69	17361	4	87	106059	7	10	2671	5	1862	17905	63258	308	151	1459	8	14	906	217	1882	3848890	23	18974	1620	0	6	31300	114	206	5721	2427	29721	0	176	347217	152220	6	15195	9	622	12	829	3045	8	268	5889	17	4093	8889	895	159	30112	281	1389	2306	1879	2680	10	10074	8	14	2391	16	24528	154
"Secondary metabolism"	82	571	120808	146	2824	13799	3636	139691	199	35097	111	7752	4517	4374	100	7905	577	5628	571	58567	64	7356	90662	40	54	9	16943	77	3951	959	1459	4236	30549	934	21949	416	7162	1670	19	2463	3118	164	576	265	2290	16	706	6210	36	56148	57	22692	509	61381	202	44543	910	41136	188	122	96	49179	34	2751	405865	95	732	11435	52	146983	95	12725	4429	1824	25127	39	466	277	84	33213	1043	404475	87	277	5500	2268	24295	4398	3035	11857	1560	31	54	260	2412	308	36484	23	56	38	89560	35	72356	663	42	954	439871	169	296297	270	35	52	106	25701	539	11180	32	186	11004	45	7324	1091956	191	291093	112	27978	364696	263	116016	23	527	456188	74	92	10766	122	10414	44615	223616	1973	2325	14063	2920	454	4698	3381	17370	2641850	3228	90324	575	125	16657	88530	502	1137	26452	21919	203576	1916	2428	2684659	788067	852	113345	1393	1026	63	6814	12652	145	203	8944	4475	8425	18167	4057	833	49117	593	4136	21804	1470	41545	1096	28341	52	24	14921	438	41378	222
"Secretion system"	2150	5606	1017481	3860	40765	577771	44252	762539	1668	515468	6588	504959	76098	182137	2655	294647	15316	118186	16975	754549	2184	101477	823636	514	640	228	405965	1839	111119	20185	74127	52469	267000	14014	464718	10021	649644	33984	293	60525	80312	3216	13860	14031	44700	366	17719	92166	1125	1016453	1971	105675	14236	1081384	7096	641806	14892	779509	4430	1593	4975	371312	1977	56491	4808548	866	25187	459280	497	2656415	1574	490142	151522	53315	581982	659	181489	3185	723	266486	9990	4032698	2396	14397	212998	72513	597207	69106	44776	392300	35177	1398	3902	27982	75422	4163	425213	369	1088	1678	1062835	1510	946875	136569	9879	21870	7337094	1649	1833972	2201	1103	640	2062	369734	64085	23685	5508	32803	476052	597	49783	7327902	3525	2276135	5261	240066	4107903	7380	1927896	1270	6188	4790653	2852	2058	182392	980	338084	2090655	1347665	49814	22554	166989	104134	10233	55428	262248	493741	51246626	27375	527590	51202	708	25362	1838103	15318	6882	381827	479700	4918030	29475	93617	15945430	13420414	6990	1307244	19043	7313	141791	123066	492646	65603	19905	405335	26354	533314	4201254	104777	176190	1076059	30195	364363	347445	441692	621771	21014	373007	876	711	139633	3093	527326	10658
"Selenocompound metabolism"	1212	1290	350884	1082	9168	118288	13639	341094	324	189785	1464	311271	14256	34728	2263	498320	3235	33146	5550	504740	1092	28807	301956	101	175	71	89224	349	188198	8743	24629	17830	98861	4660	183097	1565	75829	8184	53	19281	47108	278	2908	3887	9239	121	6883	39770	442	495760	1009	19570	4461	579479	1453	108587	4980	147229	1591	821	1763	196696	460	13183	2005091	211	10404	105894	154	1000960	368	215557	54875	6293	81252	121	30840	654	255	313117	4547	1940285	666	2579	22695	19739	127623	10341	28776	403631	4787	166	1239	30035	2433	1440	25322	292	472	590	582151	680	516851	33426	2374	3740	1414312	738	719050	282	281	170	840	113329	9069	7903	1018	7301	181255	111	22813	3101731	739	879650	1358	104807	1628780	1474	331388	182	1519	2864051	375	818	82031	113	137750	1135124	574381	40731	1668	31433	27873	2686	17432	40224	165676	9828771	9196	498265	9091	105	5202	252647	4185	7295	145137	94815	1347837	1296	19197	4874040	2747298	2640	240042	4391	1958	54710	71839	160509	8193	9296	183843	125	195094	826560	56027	19385	386694	4479	56936	98527	71888	61472	3781	116933	227	185	35409	732	203212	2979
"SenX3-RegX3 (phosphate starvation response)"	0	8	3826	0	0	8	4	2	0	296	0	13	3	7	4	2	91	2674	0	544	0	0	23	0	0	0	217	0	6	0	2	0	2	2	555	3	479	62	0	9	0	8	12	9	32	0	8	339	2	350	0	0	4	0	8	75	2	32	0	3	0	10	2	0	552	0	10	254	3	21	1	189	54	14	60	2	0	0	0	2	0	0	0	1	15	8	171	105	14	105	0	0	0	4	94	0	0	0	0	0	0	0	2	13	0	0	0	8	0	7	0	0	0	0	0	0	2	0	1488	4	13	15	0	0	0	0	0	2	0	2	0	0	0	4	35	7	2	273	3630	0	5	3	10	2	218	2	111	674	22	42	2	8	0	360	1	0	1156	447	818	16	15	0	149	0	8	3	44	0	27	285	4	0	286	0	0	1	34	0	121	11	163	1533	0	9	7	68	4	0	63	0	3	36
"Septins"	23	85	12847	51	149	20973	312	9468	75	11991	91	2616	968	3117	5	1536	774	8011	177	17827	18	1697	13712	4	9	3	5062	54	859	861	2454	815	4161	434	16409	184	3950	703	2	2431	3096	10	506	247	1208	5	897	3383	12	29051	17	2010	257	22288	263	17696	194	7109	312	3	49	5268	8	931	81713	4	666	12178	11	37743	17	16042	4788	561	3522	6	281	35	3	2645	108	23705	52	60	1175	2391	8062	1397	1221	8252	1542	8	9	59	1604	21	34872	8	10	23	23017	64	16816	123	10	168	56594	12	21093	11	26	5	54	4569	131	2173	401	266	7855	3	1762	117383	12	23737	51	1893	35961	30	5439	12	62	52390	2	9	2134	4	3958	34865	35257	2192	346	1941	1778	125	1027	4459	15188	484613	854	3882	144	8	804	27509	190	78	9714	4558	70730	96	1392	217028	127319	39	11525	40	91	35	200	6863	13	2665	15695	1766	12060	84300	1641	2867	20040	748	9685	6449	916	6879	317	2193	13	13	453	49	6728	118
"Serotonergic synapse"	22	188	28981	213	130	30998	5212	132456	91	5278	187	278	941	1893	95	199	266	1126	87	7744	64	828	12269	16	18	18	13739	35	1395	50	152	236	2170	830	6444	1233	6196	362	7	205	314	40	922	380	3034	11	219	318	13	14959	45	3085	242	18304	648	33942	78	4357	6	75	108	4506	80	843	160268	19	14	787	38	39644	28	768	275	5068	13118	29	627	183	32	14039	506	210573	62	230	2130	2111	41313	407	1047	7638	1936	22	39	295	704	77	15192	19	45	24	25716	22	8730	736	24	137	70412	102	98100	1078	59	46	44	12637	659	3785	65	62	1373	29	1154	412409	38	112350	224	16237	143294	142	16537	9	293	465615	42	38	4512	32	1350	3358	18943	312	442	699	3494	547	590	398	523	506570	1822	14730	3468	68	5737	174818	19	15	1940	8902	143509	246	962	445893	1360731	96	36110	2140	1461	38	4236	1981	89	75	2513	12	2228	1104	1185	66	13413	1821	1383	782	525	20283	199	7250	43	26	1517	137	27808	246
"Sesquiterpenoid and triterpenoid biosynthesis"	0	18	3809	4	35	29	47	7107	122	1062	48	2600	86	225	15	108	42	1079	37	2120	1	114	6200	2	2	0	235	2	51	192	915	121	528	46	1541	2	335	24	0	42	258	0	10	131	2	0	233	714	9	8246	7	1316	25	10538	12	217	52	1315	92	6	33	1175	4	110	20441	4	73	815	0	27637	5	5999	739	0	2080	0	6	33	2	841	82	22046	1	142	63	27	768	48	112	952	1	1	1	39	189	60	5468	2	3	26	16386	28	7466	33	2	0	7600	13	14479	2	1	4	49	972	95	337	4	77	2302	0	153	44172	1	13725	6	1743	21736	8	3549	1	28	15041	10	3	43	216	979	12238	3357	847	3	604	4	37	117	577	3988	79985	99	63884	17	0	42	1933	4	2538	1596	52	6918	9	45	59605	23126	10	2533	1	20	24	53	2938	17	76	5604	969	1558	5413	531	82	3536	14	4	1301	348	2	17	1522	1	1	953	2	1711	43
"SGK family"	0	11	2167	72	1	10126	1	11	3	324	38	9	46	159	0	0	2	328	0	0	1	1	1212	6	0	1	1323	0	162	6	0	1	0	1	0	91	372	16	0	0	0	2	202	12	744	6	34	0	5	0	3	0	2	0	41	3540	3	0	0	3	8	1954	1	67	473	0	1	58	31	0	0	2	0	330	478	1	2	3	0	0	3	0	1	123	0	853	5317	9	1	11	220	1	0	28	0	44	4	2	3	6	0	0	0	25	0	4	2	2	0	59	2	0	0	0	0	4912	0	1	5	3	139	0	2	3	0	0	0	2	3	0	0	4	3	0	567	0	0	0	4178	39	168	0	0	147	22	0	0	1838	0	0	0	2	4626	8150	3	1	0	518	9256	0	77	0	1	2	3151	119	21	1	0	0	1	0	166	0	2	42	134	0	2155	0	0	0	10	5954	0	35	1	2	0	1	4613	5
"Shigellosis"	27	709	67465	561	120	91181	269	9768	135	10680	408	30660	6985	9007	68	3002	1500	8093	523	42875	52	14431	42167	25	68	30	36853	499	7901	2344	7172	1663	9025	355	16386	1678	27508	1939	22	2531	1794	32	2195	883	7633	42	1040	4429	46	17438	66	7156	576	12419	1399	132335	1036	21963	87	123	280	21023	172	1519	108222	37	482	9132	53	16794	53	19945	3271	9326	34828	43	2948	286	104	4741	109	47348	425	1115	12492	12324	93888	4615	3670	3515	7199	43	229	640	3167	645	13385	31	108	56	16302	44	8015	888	38	352	20010	55	18231	277	154	79	70	2945	3646	12211	279	577	12373	87	3591	72666	69	15595	178	4802	43140	141	15002	31	197	34673	231	28	25082	56	24689	73529	55884	1875	2928	2534	16187	578	2287	6914	11358	3732756	2332	7250	1084	144	9467	263713	619	1177	7397	32244	247965	320	5044	487339	202143	822	186955	4364	2757	55	395	9510	485	898	14823	17	17926	147959	5979	261	92589	2700	10922	17095	4679	96567	256	6089	56	39	5161	98	27762	607
"Short/medium chain acyl-CoA synthetase"	12	36	9976	60	553	17049	166	5077	76	14554	336	19366	646	1842	45	51130	463	8298	446	25222	19	858	13117	20	26	5	9279	101	24727	1312	5230	1044	6075	533	34883	107	10848	1246	10	1732	4810	25	504	194	797	6	738	3415	15	53517	59	9938	372	46886	313	7086	343	7608	319	105	103	3247	25	4290	340430	25	1442	21152	22	486660	27	27185	7015	1149	2273	9	4946	34	19	17933	246	81482	36	483	7440	970	14859	283	5833	33011	845	29	29	444	1765	137	12766	15	27	65	51184	67	41163	244	3	105	113247	47	28538	46	41	17	86	3896	1759	47	140	302	43724	18	1162	85062	28	39228	359	8592	90168	92	27681	33	101	60931	54	13	8025	9	24478	152177	44002	3111	136	770	5884	49	366	3477	20883	300966	2379	5731	1088	2	633	29350	393	719	11537	12428	107913	680	3334	322277	81517	61	16435	219	672	10	532	18286	59	5298	14826	3555	17254	115655	4144	7185	43547	1288	4143	16945	761	2193	1528	9132	21	15	3476	64	10240	263
"Signaling pathways regulating pluripotency of stem cells"	4	139	18448	84	12	20819	3	187	51	594	45	42	197	380	10	5	35	478	66	0	20	12	1808	4	4	13	4956	32	761	4	0	6	6	8	1	158	1228	11	4	21	6	11	698	104	990	9	192	0	9	0	8	0	9	0	135	14203	11	1	2	49	47	1656	13	24	1274	7	3	119	24	25	8	25	0	983	5382	11	4	14	9	19	7	18	35	123	178	1364	20644	98	133	230	1406	13	6	193	0	53	4181	17	35	15	0	10	0	532	9	43	34	10	0	178	43	23	16	2	8	3810	23	9	343	10	54	213	23	104	10	6	4	29	170	6	17	386	8	0	1254	11	40	253	6552	260	329	2	14	501	26	0	84	7507	1	15	29	4	4061	23604	5	9	0	2493	9200	10	123	3	4	11	21726	1684	739	11	12	0	6	7	357	2	100	25	325	6	2279	3	2	1	55	6844	9	507	17	11	0	12	4695	102
"Signaling proteins"	390	1004	198029	225	6267	30763	9810	203031	267	149283	734	73573	6190	26983	380	261623	2029	9054	3090	250302	327	30187	226804	82	96	26	40674	179	47026	4817	12017	15588	83760	1572	112241	1188	31350	2538	42	16670	15445	314	884	1515	2283	67	3752	20332	213	195849	319	9330	1751	283652	434	27739	2758	206669	142	248	530	91499	249	11353	771246	57	4400	71050	54	762604	580	68968	18024	3607	62657	68	16650	598	103	73908	2875	1168673	170	2763	24973	4277	52084	4719	10572	67135	1914	156	728	3339	13636	866	13075	57	148	290	203810	477	389679	16567	975	3134	2395327	278	342872	21	148	125	309	61644	4738	4999	484	2978	54852	55	10280	1550403	640	360103	188	63642	972727	607	98229	116	1088	1905293	130	889	22837	58	81741	546692	407369	9668	1491	44263	29355	1540	14833	7763	27538	14829964	560	239358	4137	47	1460	71758	277	2779	124494	96198	847456	2959	9567	2147335	2367723	1277	135748	2549	1312	29702	45999	84491	6853	3647	49723	81	89167	287096	14943	7132	128094	2573	39912	56705	10491	34372	5117	138939	144	101	16149	516	117799	804
